,X,Date.Time,Asset,Serial.Number,Type,Raw.Payload,Name.Value.Pairs,Latitude,Longitude,Dog,DateTime
2265,2265,43861.80278,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.634802, longitude=152.200685, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.634802,152.200685,DINGO-004,2020-01-31 19:16:00
2266,2266,43861.79306,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.634759, longitude=152.200663, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, ",-32.634759,152.200663,DINGO-004,2020-01-31 19:02:00
2267,2267,43861.72708,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.634523, longitude=152.192574, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.634523,152.192574,DINGO-004,2020-01-31 17:27:00
2268,2268,43861.72222,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.636143, longitude=152.192488, cause=TURNEDON, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, ",-32.636143,152.192488,DINGO-004,2020-01-31 17:20:00
2269,2269,43861.69583,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.653996, longitude=152.180901, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.653996,152.180901,DINGO-004,2020-01-31 16:42:00
2270,2270,43861.68611,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655584, longitude=152.18178, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, ",-32.655584,152.18178,DINGO-004,2020-01-31 16:28:00
2271,2271,43861.50139,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.656528, longitude=152.180429, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.656528,152.180429,DINGO-004,2020-01-31 12:02:00
2272,2272,43861.09167,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.65479, longitude=152.175601, cause=TURNEDON, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.65479,152.175601,DINGO-004,2020-01-31 02:12:00
2273,2273,43860.9875,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.656678, longitude=152.182767, cause=TURNEDON, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, ",-32.656678,152.182767,DINGO-004,2020-01-30 23:42:00
2274,2274,43860.87431,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.65685, longitude=152.183068, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.65685,152.183068,DINGO-004,2020-01-30 20:59:00
2275,2275,43860.67639,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.634416, longitude=152.191672, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.634416,152.191672,DINGO-004,2020-01-30 16:14:00
2276,2276,43860.61528,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.662836, longitude=152.176867, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, ",-32.662836,152.176867,DINGO-004,2020-01-30 14:46:00
2277,2277,43860.47083,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.653599, longitude=152.181008, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, ",-32.653599,152.181008,DINGO-004,2020-01-30 11:18:00
2278,2278,43860.46736,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.652526, longitude=152.183003, cause=TURNEDON, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.652526,152.183003,DINGO-004,2020-01-30 11:13:00
2279,2279,43860.32778,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.639437, longitude=152.187402, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.639437,152.187402,DINGO-004,2020-01-30 07:52:00
2280,2280,43860.26389,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633761, longitude=152.181115, cause=TURNEDON, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.633761,152.181115,DINGO-004,2020-01-30 06:20:00
2281,2281,43860.26319,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633697, longitude=152.181115, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.633697,152.181115,DINGO-004,2020-01-30 06:19:00
2282,2282,43859.99514,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633944, longitude=152.181051, cause=TURNEDON, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, ",-32.633944,152.181051,DINGO-004,2020-01-29 23:53:00
2283,2283,43859.99167,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633954, longitude=152.181051, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.633954,152.181051,DINGO-004,2020-01-29 23:48:00
2284,2284,43859.99028,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633933, longitude=152.181051, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.633933,152.181051,DINGO-004,2020-01-29 23:46:00
2285,2285,43859.94444,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.633954, longitude=152.181094, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.633954,152.181094,DINGO-004,2020-01-29 22:40:00
2286,2286,43859.59722,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.66068, longitude=152.188411, cause=TURNEDON, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, ",-32.66068,152.188411,DINGO-004,2020-01-29 14:20:00
2287,2287,43859.59653,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660658, longitude=152.188411, cause=TURNEDON, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.660658,152.188411,DINGO-004,2020-01-29 14:19:00
2288,2288,43859.47639,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658684, longitude=152.185535, cause=TURNEDON, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.658684,152.185535,DINGO-004,2020-01-29 11:26:00
2289,2289,43859.45486,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658641, longitude=152.185557, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, ",-32.658641,152.185557,DINGO-004,2020-01-29 10:55:00
2290,2290,43859.24444,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658641, longitude=152.186394, cause=TURNEDON, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, ",-32.658641,152.186394,DINGO-004,2020-01-29 05:52:00
2291,2291,43858.94861,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.6595, longitude=152.186329, cause=TURNEDON, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.6595,152.186329,DINGO-004,2020-01-28 22:46:00
2292,2292,43858.87778,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.65951, longitude=152.186394, cause=TURNEDON, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.65951,152.186394,DINGO-004,2020-01-28 21:04:00
2293,2293,43858.8375,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.659575, longitude=152.186394, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, ",-32.659575,152.186394,DINGO-004,2020-01-28 20:06:00
2294,2294,43858.81667,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658523, longitude=152.18678, cause=TURNEDON, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.658523,152.18678,DINGO-004,2020-01-28 19:36:00
2295,2295,43858.58889,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.657783, longitude=152.18133, cause=TURNEDON, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, ",-32.657783,152.18133,DINGO-004,2020-01-28 14:08:00
2296,2296,43858.57986,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.65789, longitude=152.187939, cause=TURNEDON, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, ",-32.65789,152.187939,DINGO-004,2020-01-28 13:55:00
2297,2297,43858.57292,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655627, longitude=152.18884, cause=TURNEDON, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, ",-32.655627,152.18884,DINGO-004,2020-01-28 13:45:00
2298,2298,43858.54583,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.654468, longitude=152.181072, cause=TURNEDON, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.654468,152.181072,DINGO-004,2020-01-28 13:06:00
2299,2299,43858.51111,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655712, longitude=152.179291, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, ",-32.655712,152.179291,DINGO-004,2020-01-28 12:16:00
2300,2300,43858.49653,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655637, longitude=152.179313, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, ",-32.655637,152.179313,DINGO-004,2020-01-28 11:55:00
2301,2301,43858.49444,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655594, longitude=152.179334, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.655594,152.179334,DINGO-004,2020-01-28 11:52:00
2302,2302,43858.48681,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655584, longitude=152.179356, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, ",-32.655584,152.179356,DINGO-004,2020-01-28 11:41:00
2303,2303,43858.47847,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655594, longitude=152.17942, cause=TURNEDON, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, ",-32.655594,152.17942,DINGO-004,2020-01-28 11:29:00
2304,2304,43858.4125,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.654951, longitude=152.17839, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.654951,152.17839,DINGO-004,2020-01-28 09:54:00
2305,2305,43858.39722,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.654929, longitude=152.178369, cause=TURNEDON, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.654929,152.178369,DINGO-004,2020-01-28 09:32:00
2306,2306,43858.39097,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.654886, longitude=152.17839, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.654886,152.17839,DINGO-004,2020-01-28 09:23:00
2307,2307,43858.38819,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.654983, longitude=152.178411, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.654983,152.178411,DINGO-004,2020-01-28 09:19:00
2308,2308,43858.37431,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.655133, longitude=152.178454, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, ",-32.655133,152.178454,DINGO-004,2020-01-28 08:59:00
2309,2309,43858.36528,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.65465, longitude=152.178175, cause=TURNEDON, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.65465,152.178175,DINGO-004,2020-01-28 08:46:00
2310,2310,43857.89722,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658974, longitude=152.176502, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, ",-32.658974,152.176502,DINGO-004,2020-01-27 21:32:00
2311,2311,43857.54653,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660272, longitude=152.188303, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, ",-32.660272,152.188303,DINGO-004,2020-01-27 13:07:00
2312,2312,43857.40486,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.644866, longitude=152.187188, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.644866,152.187188,DINGO-004,2020-01-27 09:43:00
2313,2313,43857.39097,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.644908, longitude=152.18708, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.644908,152.18708,DINGO-004,2020-01-27 09:23:00
2314,2314,43857.36944,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.644951, longitude=152.187123, cause=TURNEDON, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, ",-32.644951,152.187123,DINGO-004,2020-01-27 08:52:00
2315,2315,43857.35903,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.644855, longitude=152.187274, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.644855,152.187274,DINGO-004,2020-01-27 08:37:00
2316,2316,43857.28889,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.644908, longitude=152.187123, cause=TURNEDON, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, ",-32.644908,152.187123,DINGO-004,2020-01-27 06:56:00
2317,2317,43857.08403,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.645069, longitude=152.187123, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.645069,152.187123,DINGO-004,2020-01-27 02:01:00
2318,2318,43856.58333,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.6679, longitude=152.185793, cause=TURNEDON, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, ",-32.6679,152.185793,DINGO-004,2020-01-26 14:00:00
2319,2319,43856.49792,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.642419, longitude=152.186952, cause=TURNEDON, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.642419,152.186952,DINGO-004,2020-01-26 11:57:00
2320,2320,43856.46736,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.642248, longitude=152.187252, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.642248,152.187252,DINGO-004,2020-01-26 11:13:00
2321,2321,43856.46597,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.642194, longitude=152.187123, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.642194,152.187123,DINGO-004,2020-01-26 11:11:00
2322,2322,43855.69514,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.671248, longitude=152.183776, cause=TURNEDON, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, ",-32.671248,152.183776,DINGO-004,2020-01-25 16:41:00
2323,2323,43855.06806,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.66068, longitude=152.176824, cause=TURNEDON, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.66068,152.176824,DINGO-004,2020-01-25 01:38:00
2324,2324,43854.90486,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660669, longitude=152.176931, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.660669,152.176931,DINGO-004,2020-01-24 21:43:00
2325,2325,43854.89931,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.66068, longitude=152.176931, cause=TURNEDON, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, ",-32.66068,152.176931,DINGO-004,2020-01-24 21:35:00
2326,2326,43854.89792,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.660701, longitude=152.176931, cause=TURNEDON, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.660701,152.176931,DINGO-004,2020-01-24 21:33:00
2327,2327,43854.89444,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.66068, longitude=152.176909, cause=TURNEDON, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.66068,152.176909,DINGO-004,2020-01-24 21:28:00
2328,2328,43854.7125,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.671934, longitude=152.184119, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, ",-32.671934,152.184119,DINGO-004,2020-01-24 17:06:00
2329,2329,43854.4125,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.66584, longitude=152.174635, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.66584,152.174635,DINGO-004,2020-01-24 09:54:00
2330,2330,43853.93958,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.66554, longitude=152.174914, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, ",-32.66554,152.174914,DINGO-004,2020-01-23 22:33:00
2331,2331,43853.92083,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.665669, longitude=152.174764, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.665669,152.174764,DINGO-004,2020-01-23 22:06:00
2332,2332,43853.86806,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.667096, longitude=152.176352, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.667096,152.176352,DINGO-004,2020-01-23 20:50:00
2333,2333,43853.82083,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.665486, longitude=152.178454, cause=TURNEDON, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, ",-32.665486,152.178454,DINGO-004,2020-01-23 19:42:00
2334,2334,43853.80069,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.661763, longitude=152.182789, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.661763,152.182789,DINGO-004,2020-01-23 19:13:00
2335,2335,43853.79722,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.666785, longitude=152.183754, cause=TURNEDON, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, ",-32.666785,152.183754,DINGO-004,2020-01-23 19:08:00
2336,2336,43853.79514,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.668716, longitude=152.18354, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.668716,152.18354,DINGO-004,2020-01-23 19:05:00
2337,2337,43853.77917,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.667739, longitude=152.182639, cause=TURNEDON, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.667739,152.182639,DINGO-004,2020-01-23 18:42:00
2338,2338,43852.07708,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.671323, longitude=152.184141, cause=TURNEDON, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.671323,152.184141,DINGO-004,2020-01-22 01:51:00
